Rank	Article	href													Views	 %-Mobi	 %-Zero
3820	Senegal national football team	/wiki/Senegal_national_football_team						Symbol start class.svg							29,093	41.55%	1.75%
3821	Bhabi Ji Ghar Par Hai!	/wiki/Bhabi_Ji_Ghar_Par_Hai!						Symbol start class.svg							29,087	85.70%	0.63%
3822	Megan Leavey	/wiki/Megan_Leavey							Symbol stub class.svg						29,086	73.22%	0.14%
3823	Gary Busey	/wiki/Gary_Busey						Symbol start class.svg					Padlock-silver.svg		29,081	72.86%	0.12%
3824	Erwin Rommel	/wiki/Erwin_Rommel					Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver-light.svg	Padlock-olive.svg	29,076	53.35%	0.39%
3825	Ted Kennedy	/wiki/Ted_Kennedy		Symbol support vote.svg										Padlock-olive.svg	29,075	55.43%	0.19%
3826	Labrador Retriever	/wiki/Labrador_Retriever		Symbol support vote.svg											29,070	70.73%	0.58%
3827	Alexander Graham Bell	/wiki/Alexander_Graham_Bell				Symbol b class.svg							Padlock-silver.svg		29,066	48.56%	0.87%
3828	Dexter (TV series)	/wiki/Dexter_(TV_series)					Symbol c class.svg								29,065	58.11%	0.42%
3829	Generation	/wiki/Generation					Symbol c class.svg								29,063	64.57%	0.38%
3830	Nokia	/wiki/Nokia				Symbol b class.svg									29,060	53.10%	1.60%
3831	Topher Grace	/wiki/Topher_Grace						Symbol start class.svg							29,056	70.95%	0.24%
3832	Jenna Dewan	/wiki/Jenna_Dewan					Symbol c class.svg								29,051	78.60%	0.71%
3833	Penis	/wiki/Penis					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	29,045	65.77%	2.86%
3834	Kong: Skull Island	/wiki/Kong:_Skull_Island					Symbol c class.svg								29,044	54.19%	0.92%
3835	Lesbian	/wiki/Lesbian		Symbol support vote.svg									Padlock-silver.svg	Padlock-olive.svg	29,042	67.36%	3.77%
3836	NASA	/wiki/NASA		Symbol support vote.svg						Symbol question.svg			Padlock-silver.svg	Padlock-olive.svg	29,031	50.15%	1.34%
3837	Formula One	/wiki/Formula_One				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg				29,028	47.93%	0.85%
3838	John Belushi	/wiki/John_Belushi					Symbol c class.svg								29,023	59.88%	0.24%
3839	A* search algorithm	/wiki/A*_search_algorithm				Symbol b class.svg									29,022	56.51%	2.18%
3839	Microsoft Word	/wiki/Microsoft_Word				Symbol b class.svg	Symbol c class.svg								29,022	31.12%	1.21%
3841	Sharon Stone	/wiki/Sharon_Stone				Symbol b class.svg				Symbol question.svg					29,021	65.55%	0.73%
3842	List of the verified oldest people	/wiki/List_of_the_verified_oldest_people													29,017	53.04%	0.23%
3843	LL Cool J	/wiki/LL_Cool_J					Symbol c class.svg								29,008	68.31%	0.56%
3844	Busy Philipps	/wiki/Busy_Philipps						Symbol start class.svg							28,996	72.26%	0.14%
3845	The Magnificent Seven (2016 film)	/wiki/The_Magnificent_Seven_(2016_film)					Symbol c class.svg			Symbol question.svg					28,995	66.89%	0.42%
3846	Spanish language	/wiki/Spanish_language					Symbol c class.svg			Symbol question.svg					28,993	40.49%	0.90%
3847	Citizen Kane	/wiki/Citizen_Kane		Symbol support vote.svg											28,982	48.69%	0.34%
3847	Ek Deewaana Tha	/wiki/Ek_Deewaana_Tha						Symbol start class.svg							28,982	83.02%	1.65%
3849	Susan B. Anthony	/wiki/Susan_B._Anthony				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg		28,975	41.59%	0.74%
3850	Randy Savage	/wiki/Randy_Savage				Symbol b class.svg							Padlock-silver.svg		28,971	68.34%	0.21%
3851	Priya Bhavani Shankar	/wiki/Priya_Bhavani_Shankar							Symbol stub class.svg						28,969	70.71%	1.25%
3852	Indigo Partners	/wiki/Indigo_Partners							Symbol stub class.svg						28,966	36.14%	0.36%
3853	Panama Papers	/wiki/Panama_Papers					Symbol c class.svg								28,964	45.95%	1.02%
3854	The Starry Night	/wiki/The_Starry_Night				Symbol b class.svg									28,962	55.48%	0.26%
3855	Shirley Temple	/wiki/Shirley_Temple				Symbol b class.svg							Padlock-silver-light.svg		28,959	66.98%	0.21%
3856	ASCII	/wiki/ASCII					Symbol c class.svg				Featured article star - cross.svg				28,958	20.16%	0.67%
3857	The Killers	/wiki/The_Killers		Symbol support vote.svg										Padlock-olive.svg	28,957	54.72%	0.18%
3858	Erin Krakow	/wiki/Erin_Krakow							Symbol stub class.svg						28,955	79.60%	0.04%
3859	Jack Kirby	/wiki/Jack_Kirby				Symbol b class.svg									28,948	64.46%	0.29%
3860	Achilles	/wiki/Achilles					Symbol c class.svg								28,946	58.43%	0.65%
3861	Flat Earth	/wiki/Flat_Earth				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver.svg		28,943	51.01%	0.48%
3862	KGB	/wiki/KGB				Symbol b class.svg	Symbol c class.svg								28,938	59.51%	0.74%
3863	Joe Pesci	/wiki/Joe_Pesci						Symbol start class.svg							28,936	65.29%	0.35%
3864	James Madison	/wiki/James_Madison				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	28,935	46.40%	0.16%
3865	Digital marketing	/wiki/Digital_marketing						Symbol start class.svg					Padlock-silver.svg		28,923	36.52%	1.19%
3866	History of India	/wiki/History_of_India				Symbol b class.svg	Symbol c class.svg			Symbol question.svg					28,920	58.85%	0.56%
3867	Mary Steenburgen	/wiki/Mary_Steenburgen						Symbol start class.svg							28,917	72.59%	0.13%
3868	F. Scott Fitzgerald	/wiki/F._Scott_Fitzgerald					Symbol c class.svg						Padlock-silver-light.svg		28,910	57.50%	0.28%
3869	Billy Crudup	/wiki/Billy_Crudup					Symbol c class.svg								28,902	61.41%	0.24%
3870	I, Tonya	/wiki/I,_Tonya						Symbol start class.svg		Symbol question.svg					28,900	47.03%	0.27%
3871	Moss Piglets (South Park)	/wiki/Moss_Piglets_(South_Park)						Symbol start class.svg							28,891	37.52%	0.18%
3872	Kristin Kreuk	/wiki/Kristin_Kreuk						Symbol start class.svg							28,882	58.08%	0.57%
3872	Piczo	/wiki/Piczo						Symbol start class.svg							28,882	1.37%	0.01%
3874	Kamala Harris	/wiki/Kamala_Harris					Symbol c class.svg								28,881	53.31%	0.14%
3875	Coyote	/wiki/Coyote		Symbol support vote.svg											28,880	63.90%	0.29%
3875	Patrick Wilson (American actor)	/wiki/Patrick_Wilson_(American_actor)					Symbol c class.svg	Symbol start class.svg							28,880	61.21%	0.37%
3877	Strike Back (TV series)	/wiki/Strike_Back_(TV_series)					Symbol c class.svg								28,879	59.36%	1.67%
3878	Switzerland national football team	/wiki/Switzerland_national_football_team						Symbol start class.svg							28,877	46.67%	0.66%
3879	Paganism	/wiki/Paganism				Symbol b class.svg									28,876	62.93%	0.45%
3880	Charlie Day	/wiki/Charlie_Day						Symbol start class.svg							28,855	63.65%	0.25%
3881	Sodomy	/wiki/Sodomy				Symbol b class.svg							Padlock-silver.svg		28,853	66.31%	0.76%
3882	Captain America: The Winter Soldier	/wiki/Captain_America:_The_Winter_Soldier		Symbol support vote.svg											28,847	58.55%	0.57%
3883	First Amendment to the United States Constitution	/wiki/First_Amendment_to_the_United_States_Constitution		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	28,845	43.61%	0.23%
3884	Jet Li	/wiki/Jet_Li				Symbol b class.svg							Padlock-silver-light.svg	Padlock-olive.svg	28,832	65.21%	2.20%
3885	Hagia Sophia	/wiki/Hagia_Sophia					Symbol c class.svg			Symbol question.svg					28,830	50.14%	0.44%
3886	Jesse Eisenberg	/wiki/Jesse_Eisenberg		Symbol support vote.svg											28,824	61.45%	0.66%
3886	Kandi Burruss	/wiki/Kandi_Burruss						Symbol start class.svg							28,824	81.75%	0.31%
3888	Bradley Walsh	/wiki/Bradley_Walsh						Symbol start class.svg							28,818	73.61%	0.05%
3888	Southern Airways Flight 932	/wiki/Southern_Airways_Flight_932				Symbol b class.svg		Symbol start class.svg							28,818	28.56%	0.08%
3890	Danielle Bregoli	/wiki/Danielle_Bregoli						Symbol start class.svg		Symbol question.svg			Padlock-silver.svg		28,811	66.32%	0.33%
3891	Vinny Paz	/wiki/Vinny_Paz						Symbol start class.svg							28,809	85.99%	0.24%
3892	Dylann Roof	/wiki/Dylann_Roof					Symbol c class.svg			Symbol question.svg			Padlock-silver.svg	Padlock-olive.svg	28,802	62.59%	0.31%
3893	Depeche Mode	/wiki/Depeche_Mode				Symbol b class.svg				Symbol question.svg					28,798	48.73%	0.16%
3894	Otto von Bismarck	/wiki/Otto_von_Bismarck				Symbol b class.svg	Symbol c class.svg	Symbol start class.svg						Padlock-olive.svg	28,796	42.50%	0.38%
3895	Tracey Ullman	/wiki/Tracey_Ullman				Symbol b class.svg									28,785	69.62%	0.09%
3896	Disha Patani	/wiki/Disha_Patani							Symbol stub class.svg				Padlock-blue.svg		28,782	79.00%	1.25%
3897	Caitriona Balfe	/wiki/Caitriona_Balfe						Symbol start class.svg							28,781	71.38%	0.20%
3898	Ben McAdoo	/wiki/Ben_McAdoo						Symbol start class.svg					Padlock-silver.svg		28,777	67.98%	0.02%
3899	Database	/wiki/Database					Symbol c class.svg								28,775	37.90%	2.17%
3900	Iggy Azalea	/wiki/Iggy_Azalea					Symbol c class.svg						Padlock-silver-light.svg		28,773	65.39%	0.72%
3901	The Good Place (season 2)	/wiki/The_Good_Place_(season_2)													28,768	48.61%	0.15%
3902	Chadwick Boseman	/wiki/Chadwick_Boseman						Symbol start class.svg							28,765	61.55%	0.74%
3903	Malaysia Airlines Flight 370	/wiki/Malaysia_Airlines_Flight_370		Symbol support vote.svg											28,763	57.20%	0.75%
3903	Prague	/wiki/Prague				Symbol b class.svg	Symbol c class.svg							Padlock-olive.svg	28,763	49.86%	0.53%
3905	David Tennant	/wiki/David_Tennant				Symbol b class.svg							Padlock-silver.svg		28,762	62.84%	0.13%
3905	Star Trek Beyond	/wiki/Star_Trek_Beyond				Symbol b class.svg	Symbol c class.svg								28,762	54.13%	0.42%
3907	Stanford University	/wiki/Stanford_University				Symbol b class.svg							Padlock-silver-light.svg		28,761	44.89%	0.66%
3908	Richard B. Spencer	/wiki/Richard_B._Spencer					Symbol c class.svg						Padlock-silver.svg		28,760	45.53%	0.19%
3909	Mary-Louise Parker	/wiki/Mary-Louise_Parker				Symbol b class.svg									28,751	68.64%	0.26%
3910	Eva Braun	/wiki/Eva_Braun		Symbol support vote.svg									Padlock-silver.svg		28,748	63.11%	0.67%
3911	Email	/wiki/Email					Symbol c class.svg								28,738	31.42%	1.48%
3912	Urban Dictionary	/wiki/Urban_Dictionary					Symbol c class.svg								28,733	75.77%	0.08%
3913	Anita Hill	/wiki/Anita_Hill					Symbol c class.svg							Padlock-olive.svg	28,732	56.90%	0.11%
3914	Leukemia	/wiki/Leukemia				Symbol b class.svg									28,728	64.44%	1.26%
3915	Diego Maradona	/wiki/Diego_Maradona				Symbol b class.svg							Padlock-silver-light.svg		28,727	59.54%	2.10%
3916	Russell Crowe	/wiki/Russell_Crowe				Symbol b class.svg									28,723	63.32%	0.62%
3917	JavaScript	/wiki/JavaScript				Symbol b class.svg									28,718	25.49%	0.92%
3918	Kaya Scodelario	/wiki/Kaya_Scodelario					Symbol c class.svg								28,715	66.46%	0.64%
3919	Mod Sun	/wiki/Mod_Sun								Symbol question.svg					28,708	90.91%	0.08%
3920	Chromecast	/wiki/Chromecast				Symbol b class.svg									28,699	63.65%	0.37%
3921	Marcin Tybura	/wiki/Marcin_Tybura						Symbol start class.svg							28,696	51.28%	0.28%
3922	Birthstone	/wiki/Birthstone								Symbol question.svg					28,694	79.01%	0.54%
3923	Setya Novanto	/wiki/Setya_Novanto						Symbol start class.svg							28,693	77.60%	0.06%
3924	Christina Hendricks	/wiki/Christina_Hendricks						Symbol start class.svg							28,681	64.68%	0.30%
3924	Lockheed Martin F-22 Raptor	/wiki/Lockheed_Martin_F-22_Raptor		Symbol support vote.svg											28,681	47.44%	0.67%
3924	Tomi Lahren	/wiki/Tomi_Lahren						Symbol start class.svg					Padlock-silver.svg		28,681	66.57%	0.08%
3927	Luke Bryan	/wiki/Luke_Bryan						Symbol start class.svg					Padlock-silver.svg		28,679	78.76%	0.14%
3928	Paris Saint-Germain F.C.	/wiki/Paris_Saint-Germain_F.C.				Symbol b class.svg							Padlock-silver.svg		28,675	56.07%	1.91%
3929	Tyler, The Creator	/wiki/Tyler,_The_Creator						Symbol start class.svg					Padlock-silver.svg		28,673	56.14%	0.53%
3930	Bible	/wiki/Bible					Symbol c class.svg						Padlock-silver.svg		28,672	54.61%	2.32%
3930	Nicholas Hoult	/wiki/Nicholas_Hoult						Symbol start class.svg							28,672	64.16%	0.62%
3932	Cortisol	/wiki/Cortisol				Symbol b class.svg									28,670	51.43%	0.77%
3933	Saturn	/wiki/Saturn	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	28,669	47.81%	0.70%
3934	Bugatti Chiron	/wiki/Bugatti_Chiron						Symbol start class.svg							28,659	53.26%	0.86%
3935	Solomon Grundy (comics)	/wiki/Solomon_Grundy_(comics)					Symbol c class.svg								28,642	73.13%	0.36%
3936	Coeliac disease	/wiki/Coeliac_disease	Featured article star.svg												28,636	67.89%	0.44%
3937	The A Word	/wiki/The_A_Word						Symbol start class.svg							28,631	72.79%	0.04%
3938	Monica Bellucci	/wiki/Monica_Bellucci					Symbol c class.svg								28,630	65.14%	0.96%
3939	Telangana	/wiki/Telangana					Symbol c class.svg								28,629	71.05%	0.38%
3940	Cognitive dissonance	/wiki/Cognitive_dissonance				Symbol b class.svg									28,625	56.46%	0.52%
3941	CT scan	/wiki/CT_scan					Symbol c class.svg								28,622	66.99%	1.01%
3942	List of best-selling video games	/wiki/List_of_best-selling_video_games											Padlock-silver.svg		28,619	45.05%	0.33%
3943	Music	/wiki/Music					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	28,616	46.65%	4.69%
3944	Doctor Strange	/wiki/Doctor_Strange				Symbol b class.svg									28,613	60.77%	0.55%
3945	Cock ring	/wiki/Cock_ring						Symbol start class.svg							28,608	77.68%	0.67%
3946	List of Harry Potter characters	/wiki/List_of_Harry_Potter_characters								Symbol question.svg			Padlock-silver-light.svg		28,605	67.76%	0.29%
3947	Honduras national football team	/wiki/Honduras_national_football_team					Symbol c class.svg								28,595	52.38%	0.42%
3948	PID controller	/wiki/PID_controller				Symbol b class.svg									28,590	27.70%	0.77%
3949	United States presidential line of succession	/wiki/United_States_presidential_line_of_succession					Symbol c class.svg								28,588	59.62%	0.18%
3950	Randy Orton	/wiki/Randy_Orton		Symbol support vote.svg									Padlock-silver-light.svg		28,587	71.89%	1.68%
3951	Killer whale	/wiki/Killer_whale	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	28,584	57.64%	0.67%
3952	Golden Retriever	/wiki/Golden_Retriever				Symbol b class.svg							Padlock-silver.svg	Padlock-olive.svg	28,582	74.46%	0.44%
3952	King Arthur: Legend of the Sword	/wiki/King_Arthur:_Legend_of_the_Sword					Symbol c class.svg			Symbol question.svg					28,582	54.92%	0.92%
3954	Alfred Hitchcock	/wiki/Alfred_Hitchcock				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg				28,576	50.63%	0.33%
3955	Intelligence quotient	/wiki/Intelligence_quotient				Symbol b class.svg				Symbol question.svg				Padlock-olive.svg	28,574	53.44%	1.07%
3956	Billy Graham	/wiki/Billy_Graham				Symbol b class.svg									28,572	69.77%	0.94%
3956	Creed (film)	/wiki/Creed_(film)						Symbol start class.svg					Padlock-silver.svg		28,572	58.44%	0.38%
3956	Prohibition in the United States	/wiki/Prohibition_in_the_United_States					Symbol c class.svg			Symbol question.svg				Padlock-olive.svg	28,572	51.34%	0.22%
3959	Isabel Granada	/wiki/Isabel_Granada						Symbol start class.svg							28,564	73.20%	0.60%
3960	The Evil Within 2	/wiki/The_Evil_Within_2						Symbol start class.svg							28,562	48.87%	0.25%
3961	Katie McGrath	/wiki/Katie_McGrath						Symbol start class.svg							28,555	70.96%	0.54%
3962	The Last Man on Earth (TV series)	/wiki/The_Last_Man_on_Earth_(TV_series)					Symbol c class.svg								28,534	50.09%	0.26%
3963	Pompeii	/wiki/Pompeii					Symbol c class.svg							Padlock-olive.svg	28,531	51.56%	0.58%
3964	Paulo Dybala	/wiki/Paulo_Dybala						Symbol start class.svg					Padlock-silver.svg		28,524	72.10%	2.12%
3965	The Ranch (TV series)	/wiki/The_Ranch_(TV_series)						Symbol start class.svg							28,521	64.41%	0.14%
3966	Lamborghini	/wiki/Lamborghini				Symbol b class.svg							Padlock-silver.svg		28,502	57.96%	1.44%
3967	Kelly Ripa	/wiki/Kelly_Ripa					Symbol c class.svg	Symbol start class.svg						Padlock-olive.svg	28,501	78.22%	0.18%
3968	Nymphomaniac (film)	/wiki/Nymphomaniac_(film)					Symbol c class.svg								28,497	59.16%	0.77%
3969	Glock	/wiki/Glock				Symbol b class.svg				Symbol question.svg					28,495	59.29%	0.62%
3970	N.W.A	/wiki/N.W.A					Symbol c class.svg						Padlock-silver.svg		28,494	56.43%	0.57%
3971	White blood cell	/wiki/White_blood_cell				Symbol b class.svg	Symbol c class.svg								28,483	58.08%	2.01%
3972	Don Quixote	/wiki/Don_Quixote				Symbol b class.svg	Symbol c class.svg								28,473	48.72%	0.20%
3973	Alexandra Burke	/wiki/Alexandra_Burke					Symbol c class.svg								28,466	85.12%	0.24%
3974	YouPorn	/wiki/YouPorn					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	28,460	79.26%	2.42%
3975	Dragon Ball	/wiki/Dragon_Ball		Symbol support vote.svg									Padlock-silver-light.svg	Padlock-olive.svg	28,458	51.99%	0.66%
3976	Hayden Christensen	/wiki/Hayden_Christensen					Symbol c class.svg						Padlock-silver.svg		28,457	67.84%	0.40%
3977	Jesse Palmer	/wiki/Jesse_Palmer						Symbol start class.svg							28,453	91.11%	0.01%
3978	Caligula	/wiki/Caligula		Symbol support vote.svg											28,451	49.76%	0.43%
3979	Nicole Richie	/wiki/Nicole_Richie					Symbol c class.svg							Padlock-olive.svg	28,446	76.10%	0.56%
3980	Ayn Rand	/wiki/Ayn_Rand		Symbol support vote.svg											28,441	49.34%	0.21%
3981	Human sexual activity	/wiki/Human_sexual_activity				Symbol b class.svg		Symbol start class.svg					Padlock-silver-light.svg		28,435	70.05%	6.82%
3982	Homosexuality	/wiki/Homosexuality				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	28,433	60.77%	2.33%
3983	Uttar Pradesh	/wiki/Uttar_Pradesh		Symbol support vote.svg											28,432	69.88%	0.62%
3984	Love O2O (TV series)	/wiki/Love_O2O_(TV_series)								Symbol question.svg					28,427	67.10%	0.43%
3985	Nick Jonas	/wiki/Nick_Jonas					Symbol c class.svg						Padlock-silver-light.svg		28,426	62.37%	0.76%
3986	Brown bear	/wiki/Brown_bear				Symbol b class.svg									28,420	21.49%	0.43%
3986	Original Night Stalker	/wiki/Original_Night_Stalker					Symbol c class.svg								28,420	69.42%	0.10%
3988	Microsoft Excel	/wiki/Microsoft_Excel					Symbol c class.svg						Padlock-silver.svg		28,419	39.58%	1.32%
3989	Legion (TV series)	/wiki/Legion_(TV_series)					Symbol c class.svg			Symbol question.svg					28,409	43.59%	0.62%
3989	Liza Minnelli	/wiki/Liza_Minnelli					Symbol c class.svg			Symbol question.svg					28,409	70.40%	0.22%
3989	Max Holloway	/wiki/Max_Holloway						Symbol start class.svg							28,409	52.76%	0.25%
3992	The Emoji Movie	/wiki/The_Emoji_Movie						Symbol start class.svg					Padlock-blue.svg		28,402	54.22%	0.68%
3993	Brad Renfro	/wiki/Brad_Renfro						Symbol start class.svg							28,400	59.33%	0.11%
3994	Farrah Fawcett	/wiki/Farrah_Fawcett				Symbol b class.svg									28,399	70.12%	0.20%
3995	Major depressive disorder	/wiki/Major_depressive_disorder	Featured article star.svg										Padlock-silver.svg		28,396	56.13%	0.77%
3996	List of Criminal Minds episodes	/wiki/List_of_Criminal_Minds_episodes													28,393	41.84%	0.34%
